concept,stratum,semantic_type,selection_status,source_feasibility,storage_slug,source,source_slot,candidate_filename,accepted_filename,candidate_relpath,accepted_relpath,candidate_record_id,candidate_source_url,acquisition_method,acquisition_query,source_class_label,source_class_id,proxy_used,clip_score,review_status,rejection_reason,diversity_notes,license_or_terms,curator_initials,reviewed_at,notes
fountain,buildings_infrastructure,structure,planned_core,high,fountain,unsplash,2,fountain_unsplash_candidate_002.jpg,fountain_unsplash_02.jpg,data/scale250_fresh_candidates/unsplash/fountain/fountain_unsplash_candidate_002.jpg,data/images_250_fresh/fountain/fountain_unsplash_02.jpg,n31H4TfhVJA,https://images.unsplash.com/photo-1623522893241-9551cac302c4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8Zm91bnRhaW58ZW58MHx8fHwxNzczNDU1MzcwfDA&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,fountain,,,false,0.3130,accepted_auto,,,,,2026-03-14 17:47:50,
fountain,buildings_infrastructure,structure,planned_core,high,fountain,unsplash,3,fountain_unsplash_candidate_003.jpg,fountain_unsplash_03.jpg,data/scale250_fresh_candidates/unsplash/fountain/fountain_unsplash_candidate_003.jpg,data/images_250_fresh/fountain/fountain_unsplash_03.jpg,Ym1bPWvPA4U,https://images.unsplash.com/photo-1559506027-458a7cc2cc9e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8M3x8Zm91bnRhaW58ZW58MHx8fHwxNzczNDU1MzcwfDA&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,fountain,,,false,0.3129,accepted_auto,,,,,2026-03-14 17:47:50,
fountain,buildings_infrastructure,structure,planned_core,high,fountain,unsplash,4,fountain_unsplash_candidate_004.jpg,fountain_unsplash_04.jpg,data/scale250_fresh_candidates/unsplash/fountain/fountain_unsplash_candidate_004.jpg,data/images_250_fresh/fountain/fountain_unsplash_04.jpg,nQtuv9JTzYs,https://images.unsplash.com/uploads/14119134053843bc6fcfc/06b79f51?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NHx8Zm91bnRhaW58ZW58MHx8fHwxNzczNDU1MzcwfDA&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,fountain,,,false,0.2719,accepted_auto,,,,,2026-03-14 17:47:50,
fountain,buildings_infrastructure,structure,planned_core,high,fountain,unsplash,5,fountain_unsplash_candidate_005.jpg,fountain_unsplash_05.jpg,data/scale250_fresh_candidates/unsplash/fountain/fountain_unsplash_candidate_005.jpg,data/images_250_fresh/fountain/fountain_unsplash_05.jpg,Vg-0diSOLOc,https://plus.unsplash.com/premium_photo-1669863263843-12dfd883d591?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NXx8Zm91bnRhaW58ZW58MHx8fHwxNzczNDU1MzcwfDA&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,fountain,,,false,0.2767,accepted_auto,,,,,2026-03-14 17:47:50,
mountain,natural_landforms_waterscapes,scene,planned_core,high,mountain,imagenet,1,mountain_imagenet_candidate_001.jpg,mountain_imagenet_01.jpg,data/scale250_fresh_candidates/imagenet/mountain/mountain_imagenet_candidate_001.jpg,data/images_250_fresh/mountain/mountain_imagenet_01.jpg,imagenet_val_48500,mrm8488/ImageNet1K-val,imagenet_label_match,alp,alp,970,true,0.2361,accepted_auto,,,,,2026-03-14 17:47:50,
mountain,natural_landforms_waterscapes,scene,planned_core,high,mountain,imagenet,0,mountain_imagenet_candidate_002.jpg,,data/scale250_fresh_candidates/imagenet/mountain/mountain_imagenet_candidate_002.jpg,,imagenet_val_48501,mrm8488/ImageNet1K-val,imagenet_label_match,alp,alp,970,true,0.2809,rejected_auto,near_duplicate,,,,2026-03-14 17:47:50,
mountain,natural_landforms_waterscapes,scene,planned_core,high,mountain,imagenet,2,mountain_imagenet_candidate_003.jpg,mountain_imagenet_02.jpg,data/scale250_fresh_candidates/imagenet/mountain/mountain_imagenet_candidate_003.jpg,data/images_250_fresh/mountain/mountain_imagenet_02.jpg,imagenet_val_48502,mrm8488/ImageNet1K-val,imagenet_label_match,alp,alp,970,true,0.2532,accepted_auto,,,,,2026-03-14 17:47:50,
mountain,natural_landforms_waterscapes,scene,planned_core,high,mountain,imagenet,3,mountain_imagenet_candidate_004.jpg,mountain_imagenet_03.jpg,data/scale250_fresh_candidates/imagenet/mountain/mountain_imagenet_candidate_004.jpg,data/images_250_fresh/mountain/mountain_imagenet_03.jpg,imagenet_val_48503,mrm8488/ImageNet1K-val,imagenet_label_match,alp,alp,970,true,0.2945,accepted_auto,,,,,2026-03-14 17:47:51,
mountain,natural_landforms_waterscapes,scene,planned_core,high,mountain,imagenet,0,mountain_imagenet_candidate_005.jpg,,data/scale250_fresh_candidates/imagenet/mountain/mountain_imagenet_candidate_005.jpg,,imagenet_val_48504,mrm8488/ImageNet1K-val,imagenet_label_match,alp,alp,970,true,0.2685,rejected_auto,near_duplicate,,,,2026-03-14 17:47:51,
mountain,natural_landforms_waterscapes,scene,planned_core,high,mountain,imagenet,0,mountain_imagenet_candidate_006.jpg,,data/scale250_fresh_candidates/imagenet/mountain/mountain_imagenet_candidate_006.jpg,,imagenet_val_48505,mrm8488/ImageNet1K-val,imagenet_label_match,alp,alp,970,true,0.2931,rejected_auto,near_duplicate,,,,2026-03-14 17:47:51,
mountain,natural_landforms_waterscapes,scene,planned_core,high,mountain,imagenet,4,mountain_imagenet_candidate_007.jpg,mountain_imagenet_04.jpg,data/scale250_fresh_candidates/imagenet/mountain/mountain_imagenet_candidate_007.jpg,data/images_250_fresh/mountain/mountain_imagenet_04.jpg,imagenet_val_48506,mrm8488/ImageNet1K-val,imagenet_label_match,alp,alp,970,true,0.2625,accepted_auto,,,,,2026-03-14 17:47:51,
mountain,natural_landforms_waterscapes,scene,planned_core,high,mountain,imagenet,5,mountain_imagenet_candidate_008.jpg,mountain_imagenet_05.jpg,data/scale250_fresh_candidates/imagenet/mountain/mountain_imagenet_candidate_008.jpg,data/images_250_fresh/mountain/mountain_imagenet_05.jpg,imagenet_val_48507,mrm8488/ImageNet1K-val,imagenet_label_match,alp,alp,970,true,0.2498,accepted_auto,,,,,2026-03-14 17:47:51,
orange,food_drink,entity,planned_core,high,orange,imagenet,1,orange_imagenet_candidate_001.jpg,orange_imagenet_01.jpg,data/scale250_fresh_candidates/imagenet/orange/orange_imagenet_candidate_001.jpg,data/images_250_fresh/orange/orange_imagenet_01.jpg,imagenet_val_47500,mrm8488/ImageNet1K-val,imagenet_label_match,orange,orange,950,false,0.3077,accepted_auto,,,,,2026-03-14 17:59:48,
orange,food_drink,entity,planned_core,high,orange,imagenet,2,orange_imagenet_candidate_002.jpg,orange_imagenet_02.jpg,data/scale250_fresh_candidates/imagenet/orange/orange_imagenet_candidate_002.jpg,data/images_250_fresh/orange/orange_imagenet_02.jpg,imagenet_val_47501,mrm8488/ImageNet1K-val,imagenet_label_match,orange,orange,950,false,0.2733,accepted_auto,,,,,2026-03-14 17:59:48,
orange,food_drink,entity,planned_core,high,orange,imagenet,3,orange_imagenet_candidate_003.jpg,orange_imagenet_03.jpg,data/scale250_fresh_candidates/imagenet/orange/orange_imagenet_candidate_003.jpg,data/images_250_fresh/orange/orange_imagenet_03.jpg,imagenet_val_47502,mrm8488/ImageNet1K-val,imagenet_label_match,orange,orange,950,false,0.2899,accepted_auto,,,,,2026-03-14 17:59:48,
orange,food_drink,entity,planned_core,high,orange,imagenet,4,orange_imagenet_candidate_004.jpg,orange_imagenet_04.jpg,data/scale250_fresh_candidates/imagenet/orange/orange_imagenet_candidate_004.jpg,data/images_250_fresh/orange/orange_imagenet_04.jpg,imagenet_val_47503,mrm8488/ImageNet1K-val,imagenet_label_match,orange,orange,950,false,0.3365,accepted_auto,,,,,2026-03-14 17:59:48,
orange,food_drink,entity,planned_core,high,orange,imagenet,5,orange_imagenet_candidate_005.jpg,orange_imagenet_05.jpg,data/scale250_fresh_candidates/imagenet/orange/orange_imagenet_candidate_005.jpg,data/images_250_fresh/orange/orange_imagenet_05.jpg,imagenet_val_47504,mrm8488/ImageNet1K-val,imagenet_label_match,orange,orange,950,false,0.3002,accepted_auto,,,,,2026-03-14 17:59:48,
orange,food_drink,entity,planned_core,high,orange,openimages,1,orange_openimages_candidate_001.jpg,orange_openimages_01.jpg,data/scale250_fresh_candidates/openimages/orange/orange_openimages_candidate_001.jpg,data/images_250_fresh/orange/orange_openimages_01.jpg,0471d3e80e3b5a37,/Users/hi/fiftyone/open-images-v7/validation/data/0471d3e80e3b5a37.jpg,openimages_detection_exact,Orange,Orange,Orange,false,0.3192,accepted_auto,,,,,2026-03-14 18:00:03,
orange,food_drink,entity,planned_core,high,orange,openimages,2,orange_openimages_candidate_002.jpg,orange_openimages_02.jpg,data/scale250_fresh_candidates/openimages/orange/orange_openimages_candidate_002.jpg,data/images_250_fresh/orange/orange_openimages_02.jpg,08cd15d3912ca157,/Users/hi/fiftyone/open-images-v7/validation/data/08cd15d3912ca157.jpg,openimages_detection_exact,Orange,Orange,Orange,false,0.2999,accepted_auto,,,,,2026-03-14 18:00:03,
orange,food_drink,entity,planned_core,high,orange,openimages,3,orange_openimages_candidate_003.jpg,orange_openimages_03.jpg,data/scale250_fresh_candidates/openimages/orange/orange_openimages_candidate_003.jpg,data/images_250_fresh/orange/orange_openimages_03.jpg,0b6f22bf3b586889,/Users/hi/fiftyone/open-images-v7/validation/data/0b6f22bf3b586889.jpg,openimages_detection_exact,Orange,Orange,Orange,false,0.2937,accepted_auto,,,,,2026-03-14 18:00:03,
orange,food_drink,entity,planned_core,high,orange,openimages,4,orange_openimages_candidate_004.jpg,orange_openimages_04.jpg,data/scale250_fresh_candidates/openimages/orange/orange_openimages_candidate_004.jpg,data/images_250_fresh/orange/orange_openimages_04.jpg,0baea327f06f8afb,/Users/hi/fiftyone/open-images-v7/validation/data/0baea327f06f8afb.jpg,openimages_detection_exact,Orange,Orange,Orange,false,0.2768,accepted_auto,,,,,2026-03-14 18:00:03,
orange,food_drink,entity,planned_core,high,orange,openimages,5,orange_openimages_candidate_005.jpg,orange_openimages_05.jpg,data/scale250_fresh_candidates/openimages/orange/orange_openimages_candidate_005.jpg,data/images_250_fresh/orange/orange_openimages_05.jpg,0d6db81d71062441,/Users/hi/fiftyone/open-images-v7/validation/data/0d6db81d71062441.jpg,openimages_detection_exact,Orange,Orange,Orange,false,0.2927,accepted_auto,,,,,2026-03-14 18:00:03,
orange,food_drink,entity,planned_core,high,orange,unsplash,1,orange_unsplash_candidate_001.jpg,orange_unsplash_01.jpg,data/scale250_fresh_candidates/unsplash/orange/orange_unsplash_candidate_001.jpg,data/images_250_fresh/orange/orange_unsplash_01.jpg,WSl7jUHyd08,https://plus.unsplash.com/premium_photo-1670512181061-e24282f7ee78?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MXx8b3JhbmdlfGVufDB8fHx8MTc3MzM5NzgxNnww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,orange,,,false,0.3376,accepted_auto,,,,,2026-03-14 18:01:07,
orange,food_drink,entity,planned_core,high,orange,unsplash,2,orange_unsplash_candidate_002.jpg,orange_unsplash_02.jpg,data/scale250_fresh_candidates/unsplash/orange/orange_unsplash_candidate_002.jpg,data/images_250_fresh/orange/orange_unsplash_02.jpg,U1iYwZ8Dx7k,https://images.unsplash.com/photo-1557800636-894a64c1696f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8b3JhbmdlfGVufDB8fHx8MTc3MzM5NzgxNnww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,orange,,,false,0.3326,accepted_auto,,,,,2026-03-14 18:01:07,
orange,food_drink,entity,planned_core,high,orange,unsplash,3,orange_unsplash_candidate_003.jpg,orange_unsplash_03.jpg,data/scale250_fresh_candidates/unsplash/orange/orange_unsplash_candidate_003.jpg,data/images_250_fresh/orange/orange_unsplash_03.jpg,8ZGgg6rhzxs,https://images.unsplash.com/photo-1592187270271-9a4b84faa228?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8M3x8b3JhbmdlfGVufDB8fHx8MTc3MzM5NzgxNnww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,orange,,,false,0.3153,accepted_auto,,,,,2026-03-14 18:01:07,
orange,food_drink,entity,planned_core,high,orange,unsplash,4,orange_unsplash_candidate_004.jpg,orange_unsplash_04.jpg,data/scale250_fresh_candidates/unsplash/orange/orange_unsplash_candidate_004.jpg,data/images_250_fresh/orange/orange_unsplash_04.jpg,nibgG33H0F8,https://images.unsplash.com/photo-1547514701-42782101795e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NHx8b3JhbmdlfGVufDB8fHx8MTc3MzM5NzgxNnww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,orange,,,false,0.3003,accepted_auto,,,,,2026-03-14 18:01:07,
orange,food_drink,entity,planned_core,high,orange,unsplash,5,orange_unsplash_candidate_005.jpg,orange_unsplash_05.jpg,data/scale250_fresh_candidates/unsplash/orange/orange_unsplash_candidate_005.jpg,data/images_250_fresh/orange/orange_unsplash_05.jpg,a9bpgsbdknw,https://plus.unsplash.com/premium_photo-1674831509125-e4c3000404c5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NXx8b3JhbmdlfGVufDB8fHx8MTc3MzM5NzgxNnww&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,orange,,,false,0.3120,accepted_auto,,,,,2026-03-14 18:01:07,
lemon,food_drink,entity,planned_core,high,lemon,imagenet,1,lemon_imagenet_candidate_001.jpg,lemon_imagenet_01.jpg,data/scale250_fresh_candidates/imagenet/lemon/lemon_imagenet_candidate_001.jpg,data/images_250_fresh/lemon/lemon_imagenet_01.jpg,imagenet_val_47550,mrm8488/ImageNet1K-val,imagenet_label_match,lemon,lemon,951,false,0.3177,accepted_auto,,,,,2026-03-14 18:01:08,
lemon,food_drink,entity,planned_core,high,lemon,imagenet,2,lemon_imagenet_candidate_002.jpg,lemon_imagenet_02.jpg,data/scale250_fresh_candidates/imagenet/lemon/lemon_imagenet_candidate_002.jpg,data/images_250_fresh/lemon/lemon_imagenet_02.jpg,imagenet_val_47551,mrm8488/ImageNet1K-val,imagenet_label_match,lemon,lemon,951,false,0.2965,accepted_auto,,,,,2026-03-14 18:01:08,
lemon,food_drink,entity,planned_core,high,lemon,imagenet,3,lemon_imagenet_candidate_003.jpg,lemon_imagenet_03.jpg,data/scale250_fresh_candidates/imagenet/lemon/lemon_imagenet_candidate_003.jpg,data/images_250_fresh/lemon/lemon_imagenet_03.jpg,imagenet_val_47552,mrm8488/ImageNet1K-val,imagenet_label_match,lemon,lemon,951,false,0.3241,accepted_auto,,,,,2026-03-14 18:01:08,
lemon,food_drink,entity,planned_core,high,lemon,imagenet,4,lemon_imagenet_candidate_004.jpg,lemon_imagenet_04.jpg,data/scale250_fresh_candidates/imagenet/lemon/lemon_imagenet_candidate_004.jpg,data/images_250_fresh/lemon/lemon_imagenet_04.jpg,imagenet_val_47553,mrm8488/ImageNet1K-val,imagenet_label_match,lemon,lemon,951,false,0.3218,accepted_auto,,,,,2026-03-14 18:01:08,
lemon,food_drink,entity,planned_core,high,lemon,imagenet,5,lemon_imagenet_candidate_005.jpg,lemon_imagenet_05.jpg,data/scale250_fresh_candidates/imagenet/lemon/lemon_imagenet_candidate_005.jpg,data/images_250_fresh/lemon/lemon_imagenet_05.jpg,imagenet_val_47554,mrm8488/ImageNet1K-val,imagenet_label_match,lemon,lemon,951,false,0.3236,accepted_auto,,,,,2026-03-14 18:01:08,
lemon,food_drink,entity,planned_core,high,lemon,openimages,1,lemon_openimages_candidate_001.jpg,lemon_openimages_01.jpg,data/scale250_fresh_candidates/openimages/lemon/lemon_openimages_candidate_001.jpg,data/images_250_fresh/lemon/lemon_openimages_01.jpg,009dfe7e81b732cb,/Users/hi/fiftyone/open-images-v7/validation/data/009dfe7e81b732cb.jpg,openimages_detection_exact,Lemon,Lemon,Lemon,false,0.2868,accepted_auto,,,,,2026-03-14 18:01:16,
lemon,food_drink,entity,planned_core,high,lemon,openimages,0,lemon_openimages_candidate_002.jpg,,data/scale250_fresh_candidates/openimages/lemon/lemon_openimages_candidate_002.jpg,,0226ce80c72feb67,/Users/hi/fiftyone/open-images-v7/validation/data/0226ce80c72feb67.jpg,openimages_detection_exact,Lemon,Lemon,Lemon,false,0.2391,rejected_auto,bbox_area_too_small,,,,2026-03-14 18:01:16,
lemon,food_drink,entity,planned_core,high,lemon,openimages,2,lemon_openimages_candidate_003.jpg,lemon_openimages_02.jpg,data/scale250_fresh_candidates/openimages/lemon/lemon_openimages_candidate_003.jpg,data/images_250_fresh/lemon/lemon_openimages_02.jpg,0d6db81d71062441,/Users/hi/fiftyone/open-images-v7/validation/data/0d6db81d71062441.jpg,openimages_detection_exact,Lemon,Lemon,Lemon,false,0.2978,accepted_auto,,,,,2026-03-14 18:01:16,
lemon,food_drink,entity,planned_core,high,lemon,openimages,0,lemon_openimages_candidate_004.jpg,,data/scale250_fresh_candidates/openimages/lemon/lemon_openimages_candidate_004.jpg,,0e9135fa9d27282f,/Users/hi/fiftyone/open-images-v7/validation/data/0e9135fa9d27282f.jpg,openimages_detection_exact,Lemon,Lemon,Lemon,false,0.2670,rejected_auto,bbox_area_too_small,,,,2026-03-14 18:01:16,
lemon,food_drink,entity,planned_core,high,lemon,openimages,3,lemon_openimages_candidate_005.jpg,lemon_openimages_03.jpg,data/scale250_fresh_candidates/openimages/lemon/lemon_openimages_candidate_005.jpg,data/images_250_fresh/lemon/lemon_openimages_03.jpg,12fda97ed0de705d,/Users/hi/fiftyone/open-images-v7/validation/data/12fda97ed0de705d.jpg,openimages_detection_exact,Lemon,Lemon,Lemon,false,0.2463,accepted_auto,,,,,2026-03-14 18:01:16,
lemon,food_drink,entity,planned_core,high,lemon,openimages,4,lemon_openimages_candidate_006.jpg,lemon_openimages_04.jpg,data/scale250_fresh_candidates/openimages/lemon/lemon_openimages_candidate_006.jpg,data/images_250_fresh/lemon/lemon_openimages_04.jpg,1430af302cc92304,/Users/hi/fiftyone/open-images-v7/validation/data/1430af302cc92304.jpg,openimages_detection_exact,Lemon,Lemon,Lemon,false,0.2617,accepted_auto,,,,,2026-03-14 18:01:16,
lemon,food_drink,entity,planned_core,high,lemon,openimages,0,lemon_openimages_candidate_007.jpg,,data/scale250_fresh_candidates/openimages/lemon/lemon_openimages_candidate_007.jpg,,148dd42e9c031846,/Users/hi/fiftyone/open-images-v7/validation/data/148dd42e9c031846.jpg,openimages_detection_exact,Lemon,Lemon,Lemon,false,0.2377,rejected_auto,bbox_area_too_small,,,,2026-03-14 18:01:16,
lemon,food_drink,entity,planned_core,high,lemon,openimages,5,lemon_openimages_candidate_008.jpg,lemon_openimages_05.jpg,data/scale250_fresh_candidates/openimages/lemon/lemon_openimages_candidate_008.jpg,data/images_250_fresh/lemon/lemon_openimages_05.jpg,19bcf0cb834a7c54,/Users/hi/fiftyone/open-images-v7/validation/data/19bcf0cb834a7c54.jpg,openimages_detection_exact,Lemon,Lemon,Lemon,false,0.3257,accepted_auto,,,,,2026-03-14 18:01:16,
lemon,food_drink,entity,planned_core,high,lemon,unsplash,1,lemon_unsplash_candidate_001.jpg,lemon_unsplash_01.jpg,data/scale250_fresh_candidates/unsplash/lemon/lemon_unsplash_candidate_001.jpg,data/images_250_fresh/lemon/lemon_unsplash_01.jpg,_fR4zrFpsjM,https://plus.unsplash.com/premium_photo-1675237625689-292df6ee7fce?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MXx8bGVtb258ZW58MHx8fHwxNzczNDIxNzgxfDA&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,lemon,,,false,0.3138,accepted_auto,,,,,2026-03-14 18:02:14,
lemon,food_drink,entity,planned_core,high,lemon,unsplash,2,lemon_unsplash_candidate_002.jpg,lemon_unsplash_02.jpg,data/scale250_fresh_candidates/unsplash/lemon/lemon_unsplash_candidate_002.jpg,data/images_250_fresh/lemon/lemon_unsplash_02.jpg,enNffryKuQI,https://images.unsplash.com/flagged/photo-1587302164675-820fe61bbd55?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8bGVtb258ZW58MHx8fHwxNzczNDIxNzgxfDA&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,lemon,,,false,0.3183,accepted_auto,,,,,2026-03-14 18:02:14,
lemon,food_drink,entity,planned_core,high,lemon,unsplash,3,lemon_unsplash_candidate_003.jpg,lemon_unsplash_03.jpg,data/scale250_fresh_candidates/unsplash/lemon/lemon_unsplash_candidate_003.jpg,data/images_250_fresh/lemon/lemon_unsplash_03.jpg,TFqjlTmkeyY,https://images.unsplash.com/photo-1590502593747-42a996133562?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8M3x8bGVtb258ZW58MHx8fHwxNzczNDIxNzgxfDA&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,lemon,,,false,0.3180,accepted_auto,,,,,2026-03-14 18:02:14,
lemon,food_drink,entity,planned_core,high,lemon,unsplash,4,lemon_unsplash_candidate_004.jpg,lemon_unsplash_04.jpg,data/scale250_fresh_candidates/unsplash/lemon/lemon_unsplash_candidate_004.jpg,data/images_250_fresh/lemon/lemon_unsplash_04.jpg,7WAGthfGJ9w,https://images.unsplash.com/photo-1582287104445-6754664dbdb2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NHx8bGVtb258ZW58MHx8fHwxNzczNDIxNzgxfDA&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,lemon,,,false,0.3304,accepted_auto,,,,,2026-03-14 18:02:14,
lemon,food_drink,entity,planned_core,high,lemon,unsplash,5,lemon_unsplash_candidate_005.jpg,lemon_unsplash_05.jpg,data/scale250_fresh_candidates/unsplash/lemon/lemon_unsplash_candidate_005.jpg,data/images_250_fresh/lemon/lemon_unsplash_05.jpg,TypKcPWF96U,https://plus.unsplash.com/premium_photo-1724252307021-8bef16b863b7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NXx8bGVtb258ZW58MHx8fHwxNzczNDIxNzgxfDA&ixlib=rb-4.1.0&q=80&w=1080,unsplash_public_search,lemon,,,false,0.3285,accepted_auto,,,,,2026-03-14 18:02:14,
cucumber,food_drink,entity,planned_core,high,cucumber,imagenet,1,cucumber_imagenet_candidate_001.jpg,cucumber_imagenet_01.jpg,data/scale250_fresh_candidates/imagenet/cucumber/cucumber_imagenet_candidate_001.jpg,data/images_250_fresh/cucumber/cucumber_imagenet_01.jpg,imagenet_val_47150,mrm8488/ImageNet1K-val,imagenet_label_match,cucumber,cucumber,943,false,0.2867,accepted_auto,,,,,2026-03-14 18:02:14,
cucumber,food_drink,entity,planned_core,high,cucumber,imagenet,2,cucumber_imagenet_candidate_002.jpg,cucumber_imagenet_02.jpg,data/scale250_fresh_candidates/imagenet/cucumber/cucumber_imagenet_candidate_002.jpg,data/images_250_fresh/cucumber/cucumber_imagenet_02.jpg,imagenet_val_47151,mrm8488/ImageNet1K-val,imagenet_label_match,cucumber,cucumber,943,false,0.2349,accepted_auto,,,,,2026-03-14 18:02:14,
cucumber,food_drink,entity,planned_core,high,cucumber,imagenet,3,cucumber_imagenet_candidate_003.jpg,cucumber_imagenet_03.jpg,data/scale250_fresh_candidates/imagenet/cucumber/cucumber_imagenet_candidate_003.jpg,data/images_250_fresh/cucumber/cucumber_imagenet_03.jpg,imagenet_val_47152,mrm8488/ImageNet1K-val,imagenet_label_match,cucumber,cucumber,943,false,0.2631,accepted_auto,,,,,2026-03-14 18:02:14,
cucumber,food_drink,entity,planned_core,high,cucumber,imagenet,4,cucumber_imagenet_candidate_004.jpg,cucumber_imagenet_04.jpg,data/scale250_fresh_candidates/imagenet/cucumber/cucumber_imagenet_candidate_004.jpg,data/images_250_fresh/cucumber/cucumber_imagenet_04.jpg,imagenet_val_47153,mrm8488/ImageNet1K-val,imagenet_label_match,cucumber,cucumber,943,false,0.2443,accepted_auto,,,,,2026-03-14 18:02:14,
cucumber,food_drink,entity,planned_core,high,cucumber,imagenet,5,cucumber_imagenet_candidate_005.jpg,cucumber_imagenet_05.jpg,data/scale250_fresh_candidates/imagenet/cucumber/cucumber_imagenet_candidate_005.jpg,data/images_250_fresh/cucumber/cucumber_imagenet_05.jpg,imagenet_val_47154,mrm8488/ImageNet1K-val,imagenet_label_match,cucumber,cucumber,943,false,0.2985,accepted_auto,,,,,2026-03-14 18:02:14,
cucumber,food_drink,entity,planned_core,high,cucumber,openimages,1,cucumber_openimages_candidate_001.jpg,cucumber_openimages_01.jpg,data/scale250_fresh_candidates/openimages/cucumber/cucumber_openimages_candidate_001.jpg,data/images_250_fresh/cucumber/cucumber_openimages_01.jpg,004a9ec75eca5910,/Users/hi/fiftyone/open-images-v7/validation/data/004a9ec75eca5910.jpg,openimages_detection_exact,Cucumber,Cucumber,Cucumber,false,0.3196,accepted_auto,,,,,2026-03-14 18:02:23,
cucumber,food_drink,entity,planned_core,high,cucumber,openimages,2,cucumber_openimages_candidate_002.jpg,cucumber_openimages_02.jpg,data/scale250_fresh_candidates/openimages/cucumber/cucumber_openimages_candidate_002.jpg,data/images_250_fresh/cucumber/cucumber_openimages_02.jpg,05264f0b15ef6573,/Users/hi/fiftyone/open-images-v7/validation/data/05264f0b15ef6573.jpg,openimages_detection_exact,Cucumber,Cucumber,Cucumber,false,0.3014,accepted_auto,,,,,2026-03-14 18:02:23,
cucumber,food_drink,entity,planned_core,high,cucumber,openimages,3,cucumber_openimages_candidate_003.jpg,cucumber_openimages_03.jpg,data/scale250_fresh_candidates/openimages/cucumber/cucumber_openimages_candidate_003.jpg,data/images_250_fresh/cucumber/cucumber_openimages_03.jpg,05efa5912c4b0d53,/Users/hi/fiftyone/open-images-v7/validation/data/05efa5912c4b0d53.jpg,openimages_detection_exact,Cucumber,Cucumber,Cucumber,false,0.2156,accepted_auto,,,,,2026-03-14 18:02:23,
cucumber,food_drink,entity,planned_core,high,cucumber,openimages,4,cucumber_openimages_candidate_004.jpg,cucumber_openimages_04.jpg,data/scale250_fresh_candidates/openimages/cucumber/cucumber_openimages_candidate_004.jpg,data/images_250_fresh/cucumber/cucumber_openimages_04.jpg,07e6ca03c01ebd0f,/Users/hi/fiftyone/open-images-v7/validation/data/07e6ca03c01ebd0f.jpg,openimages_detection_exact,Cucumber,Cucumber,Cucumber,false,0.2575,accepted_auto,,,,,2026-03-14 18:02:23,
cucumber,food_drink,entity,planned_core,high,cucumber,openimages,5,cucumber_openimages_candidate_005.jpg,cucumber_openimages_05.jpg,data/scale250_fresh_candidates/openimages/cucumber/cucumber_openimages_candidate_005.jpg,data/images_250_fresh/cucumber/cucumber_openimages_05.jpg,10b09438620fd5b0,/Users/hi/fiftyone/open-images-v7/validation/data/10b09438620fd5b0.jpg,openimages_detection_exact,Cucumber,Cucumber,Cucumber,false,0.2695,accepted_auto,,,,,2026-03-14 18:02:23,
